"","DESC_UNIDAD_RESPONSABLE","sex","niv_sueldo","n()"
"526","Fiscalía General De Justicia","H",6,360
"527","Fiscalía General De Justicia","H",7,3
"528","Fiscalía General De Justicia","H",9,17
"529","Fiscalía General De Justicia","H",10,27
"530","Fiscalía General De Justicia","H",11,6
"531","Fiscalía General De Justicia","M",1,846
"532","Fiscalía General De Justicia","M",2,3443
"533","Fiscalía General De Justicia","M",3,2036
"534","Fiscalía General De Justicia","M",4,155
"535","Fiscalía General De Justicia","M",5,8
"536","Fiscalía General De Justicia","M",6,248
"537","Fiscalía General De Justicia","M",7,2
"538","Fiscalía General De Justicia","M",8,2
"539","Fiscalía General De Justicia","M",9,5
"540","Fiscalía General De Justicia","M",10,18
"541","Fiscalía General De Justicia","M",11,6
"542","Fiscalía General De Justicia",NA,1,29
"543","Fiscalía General De Justicia",NA,2,178
"544","Fiscalía General De Justicia",NA,3,159
"545","Fiscalía General De Justicia",NA,4,15
"546","Fiscalía General De Justicia",NA,6,16
"547","Fiscalía General De Justicia",NA,9,1
"548","Fiscalía General De Justicia",NA,10,3
"549","Fondo de desarrollo económico del distrito federal","H",2,4
"550","Fondo de desarrollo económico del distrito federal","H",3,1
"551","Fondo de desarrollo económico del distrito federal","M",2,4
"552","Fondo para la Atención y Apoyo a las Víctimas del Delito","H",1,9
"553","Fondo para la Atención y Apoyo a las Víctimas del Delito","H",2,3
"554","Fondo para la Atención y Apoyo a las Víctimas del Delito","H",6,2
"555","Fondo para la Atención y Apoyo a las Víctimas del Delito","H",10,1
"556","Fondo para la Atención y Apoyo a las Víctimas del Delito","M",1,14
"557","Fondo para la Atención y Apoyo a las Víctimas del Delito","M",2,2
"558","Fondo para la Atención y Apoyo a las Víctimas del Delito","M",4,1
"559","Fondo para la Atención y Apoyo a las Víctimas del Delito","M",5,2
"560","Fondo para la Atención y Apoyo a las Víctimas del Delito",NA,1,1
"561","Fondo para la Atención y Apoyo a las Víctimas del Delito",NA,2,1
"562","Fondo para la Atención y Apoyo a las Víctimas del Delito",NA,6,1
"563","Heroico Cuerpo De Bomberos","H",1,15
"564","Heroico Cuerpo De Bomberos","H",2,1706
"565","Heroico Cuerpo De Bomberos","H",3,27
"566","Heroico Cuerpo De Bomberos","H",4,12
"567","Heroico Cuerpo De Bomberos","H",5,1
"568","Heroico Cuerpo De Bomberos","H",6,4
"569","Heroico Cuerpo De Bomberos","H",10,1
"570","Heroico Cuerpo De Bomberos","M",1,27
"571","Heroico Cuerpo De Bomberos","M",2,395
"572","Heroico Cuerpo De Bomberos","M",3,8
"573","Heroico Cuerpo De Bomberos","M",4,2
"574","Heroico Cuerpo De Bomberos","M",6,2
"575","Heroico Cuerpo De Bomberos",NA,2,59
"576","Heroico Cuerpo De Bomberos",NA,3,1
"577","Instancia Ejecutora Del Sistema Integral De Derechos Humanos","H",2,1
"578","Instancia Ejecutora Del Sistema Integral De Derechos Humanos","H",3,7
"579","Instancia Ejecutora Del Sistema Integral De Derechos Humanos","H",10,1
"580","Instancia Ejecutora Del Sistema Integral De Derechos Humanos","M",3,10
"581","Instancia Ejecutora Del Sistema Integral De Derechos Humanos","M",4,2
"582","Instancia Ejecutora Del Sistema Integral De Derechos Humanos",NA,3,1
"583","Instituto de Educación Media Superior","H",1,4
"584","Instituto de Educación Media Superior","H",2,18
"585","Instituto de Educación Media Superior","H",3,6
"586","Instituto de Educación Media Superior","H",4,1
"587","Instituto de Educación Media Superior","M",1,7
"588","Instituto de Educación Media Superior","M",2,27
"589","Instituto de Educación Media Superior","M",3,1
"590","Instituto de Educación Media Superior",NA,1,1
"591","Instituto de Educación Media Superior",NA,2,1
"592","Instituto De Estudios Superiores De La Ciudad De México ""Rosario Castellanos""","H",1,6
"593","Instituto De Estudios Superiores De La Ciudad De México ""Rosario Castellanos""","H",2,46
"594","Instituto De Estudios Superiores De La Ciudad De México ""Rosario Castellanos""","H",3,56
"595","Instituto De Estudios Superiores De La Ciudad De México ""Rosario Castellanos""","H",4,10
"596","Instituto De Estudios Superiores De La Ciudad De México ""Rosario Castellanos""","H",7,1
"597","Instituto De Estudios Superiores De La Ciudad De México ""Rosario Castellanos""","M",1,9
"598","Instituto De Estudios Superiores De La Ciudad De México ""Rosario Castellanos""","M",2,55
"599","Instituto De Estudios Superiores De La Ciudad De México ""Rosario Castellanos""","M",3,78
"600","Instituto De Estudios Superiores De La Ciudad De México ""Rosario Castellanos""","M",4,15
"601","Instituto De Estudios Superiores De La Ciudad De México ""Rosario Castellanos""","M",5,1
"602","Instituto De Estudios Superiores De La Ciudad De México ""Rosario Castellanos""","M",6,2
"603","Instituto De Estudios Superiores De La Ciudad De México ""Rosario Castellanos""","M",7,2
"604","Instituto De Estudios Superiores De La Ciudad De México ""Rosario Castellanos""",NA,2,2
"605","Instituto De Estudios Superiores De La Ciudad De México ""Rosario Castellanos""",NA,3,6
"606","Instituto de La Juventud","H",1,19
"607","Instituto de La Juventud","H",2,13
"608","Instituto de La Juventud","M",1,11
"609","Instituto de La Juventud","M",2,10
"610","Instituto de La Juventud",NA,1,2
"611","Instituto de La Juventud",NA,2,1
"612","Instituto de las Personas con discapacidad de La Ciudad De México","H",1,2
"613","Instituto de las Personas con discapacidad de La Ciudad De México","H",2,1
"614","Instituto de las Personas con discapacidad de La Ciudad De México","M",1,2
"615","Instituto de las Personas con discapacidad de La Ciudad De México","M",2,1
"616","Instituto de las Personas con discapacidad de La Ciudad De México",NA,1,1
"617","Instituto de Verificación Administrativa","H",2,1
"618","Instituto de Verificación Administrativa","M",2,1
"619","Instituto del Deporte","H",1,66
"620","Instituto del Deporte","H",2,25
"621","Instituto del Deporte","H",3,8
"622","Instituto del Deporte","H",4,1
"623","Instituto del Deporte","M",1,84
"624","Instituto del Deporte","M",2,24
"625","Instituto del Deporte","M",3,4
"626","Instituto del Deporte",NA,1,2
"627","Instituto del Deporte",NA,2,2
"628","Instituto para la Atención y Prevención de las Adicciones en La Ciudad De México","H",2,10
"629","Instituto para la Atención y Prevención de las Adicciones en La Ciudad De México","H",3,17
"630","Instituto para la Atención y Prevención de las Adicciones en La Ciudad De México","H",4,5
"631","Instituto para la Atención y Prevención de las Adicciones en La Ciudad De México","H",5,1
"632","Instituto para la Atención y Prevención de las Adicciones en La Ciudad De México","H",6,3
"633","Instituto para la Atención y Prevención de las Adicciones en La Ciudad De México","H",8,1
"634","Instituto para la Atención y Prevención de las Adicciones en La Ciudad De México","M",1,1
"635","Instituto para la Atención y Prevención de las Adicciones en La Ciudad De México","M",2,11
"636","Instituto para la Atención y Prevención de las Adicciones en La Ciudad De México","M",3,12
"637","Instituto para la Atención y Prevención de las Adicciones en La Ciudad De México","M",4,5
"638","Instituto para la Atención y Prevención de las Adicciones en La Ciudad De México","M",6,1
"639","Instituto para la Atención y Prevención de las Adicciones en La Ciudad De México",NA,3,1
"640","Instituto para la Atención y Prevención de las Adicciones en La Ciudad De México",NA,6,1
"641","Jefatura de Gobierno","H",1,72
"642","Jefatura de Gobierno","H",2,137
"643","Jefatura de Gobierno","H",3,26
"644","Jefatura de Gobierno","H",4,14
"645","Jefatura de Gobierno","H",6,8
"646","Jefatura de Gobierno","H",8,1
"647","Jefatura de Gobierno","H",9,4
"648","Jefatura de Gobierno","H",10,4
"649","Jefatura de Gobierno","H",11,1
"650","Jefatura de Gobierno","M",1,96
"651","Jefatura de Gobierno","M",2,147
"652","Jefatura de Gobierno","M",3,20
"653","Jefatura de Gobierno","M",4,18
"654","Jefatura de Gobierno","M",5,1
"655","Jefatura de Gobierno","M",6,7
"656","Jefatura de Gobierno","M",8,1
"657","Jefatura de Gobierno","M",10,3
"658","Jefatura de Gobierno","M",11,2
"659","Jefatura de Gobierno",NA,1,6
"660","Jefatura de Gobierno",NA,2,15
"661","Jefatura de Gobierno",NA,3,3
"662","Jefatura de Gobierno",NA,4,2
"663","Jefatura de Gobierno",NA,11,1
"664","Mecanismo de Protección Integral de Personas Defensoras de Derechos Humanos y Periodistas","H",2,1
"665","Mecanismo de Protección Integral de Personas Defensoras de Derechos Humanos y Periodistas","H",3,1
"666","Mecanismo de Protección Integral de Personas Defensoras de Derechos Humanos y Periodistas","H",4,1
"667","Mecanismo de Protección Integral de Personas Defensoras de Derechos Humanos y Periodistas","H",5,2
"668","Mecanismo de Protección Integral de Personas Defensoras de Derechos Humanos y Periodistas","M",2,3
"669","Mecanismo de Protección Integral de Personas Defensoras de Derechos Humanos y Periodistas","M",3,5
"670","Mecanismo de Protección Integral de Personas Defensoras de Derechos Humanos y Periodistas","M",5,1
"671","Mecanismo de Protección Integral de Personas Defensoras de Derechos Humanos y Periodistas",NA,2,2
"672","Mecanismo de Protección Integral de Personas Defensoras de Derechos Humanos y Periodistas",NA,9,1
"673","Órgano Regulador de Transporte","H",1,104
"674","Órgano Regulador de Transporte","H",2,39
"675","Órgano Regulador de Transporte","H",3,18
"676","Órgano Regulador de Transporte","H",4,6
"677","Órgano Regulador de Transporte","H",5,1
"678","Órgano Regulador de Transporte","H",6,1
"679","Órgano Regulador de Transporte","H",7,3
"680","Órgano Regulador de Transporte","M",1,67
"681","Órgano Regulador de Transporte","M",2,17
"682","Órgano Regulador de Transporte","M",3,5
"683","Órgano Regulador de Transporte","M",4,3
"684","Órgano Regulador de Transporte","M",10,1
"685","Órgano Regulador de Transporte",NA,1,5
"686","Órgano Regulador de Transporte",NA,2,2
"687","Órgano Regulador de Transporte",NA,3,1
"688","Órgano Regulador de Transporte",NA,4,2
"689","Planta de Asfalto de la Ciudad De México","H",1,43
"690","Planta de Asfalto de la Ciudad De México","H",2,177
"691","Planta de Asfalto de la Ciudad De México","H",3,5
"692","Planta de Asfalto de la Ciudad De México","H",4,2
"693","Planta de Asfalto de la Ciudad De México","H",5,2
"694","Planta de Asfalto de la Ciudad De México","M",1,29
"695","Planta de Asfalto de la Ciudad De México","M",2,35
"696","Planta de Asfalto de la Ciudad De México","M",3,5
"697","Planta de Asfalto de la Ciudad De México",NA,1,3
"698","Planta de Asfalto de la Ciudad De México",NA,2,1
"699","Planta de Asfalto de la Ciudad De México",NA,10,1
"700","Procuraduría Ambiental Y Del Ordenamiento Territorial","H",1,3
"701","Procuraduría Ambiental Y Del Ordenamiento Territorial","H",2,5
"702","Procuraduría Ambiental Y Del Ordenamiento Territorial","M",1,4
"703","Procuraduría Ambiental Y Del Ordenamiento Territorial","M",2,4
"704","Procuraduría Social","H",1,43
"705","Procuraduría Social","H",2,59
"706","Procuraduría Social","H",3,5
"707","Procuraduría Social","M",1,39
"708","Procuraduría Social","M",2,50
"709","Procuraduría Social","M",3,3
"710","Procuraduría Social",NA,1,4
"711","Procuraduría Social",NA,2,2
"712","Secretaría de Administración y Finanzas","H",1,1235
"713","Secretaría de Administración y Finanzas","H",2,1827
"714","Secretaría de Administración y Finanzas","H",3,400
"715","Secretaría de Administración y Finanzas","H",4,143
"716","Secretaría de Administración y Finanzas","H",5,23
"717","Secretaría de Administración y Finanzas","H",6,32
"718","Secretaría de Administración y Finanzas","H",7,10
"719","Secretaría de Administración y Finanzas","H",8,13
"720","Secretaría de Administración y Finanzas","H",9,3
"721","Secretaría de Administración y Finanzas","H",10,20
"722","Secretaría de Administración y Finanzas","H",11,2
"723","Secretaría de Administración y Finanzas","M",1,1528
"724","Secretaría de Administración y Finanzas","M",2,2017
"725","Secretaría de Administración y Finanzas","M",3,314
"726","Secretaría de Administración y Finanzas","M",4,114
"727","Secretaría de Administración y Finanzas","M",5,20
"728","Secretaría de Administración y Finanzas","M",6,29
"729","Secretaría de Administración y Finanzas","M",7,12
"730","Secretaría de Administración y Finanzas","M",8,5
"731","Secretaría de Administración y Finanzas","M",9,3
"732","Secretaría de Administración y Finanzas","M",10,9
"733","Secretaría de Administración y Finanzas","M",11,2
"734","Secretaría de Administración y Finanzas",NA,1,71
"735","Secretaría de Administración y Finanzas",NA,2,86
"736","Secretaría de Administración y Finanzas",NA,3,46
"737","Secretaría de Administración y Finanzas",NA,4,11
"738","Secretaría de Administración y Finanzas",NA,5,6
"739","Secretaría de Administración y Finanzas",NA,6,4
"740","Secretaría de Administración y Finanzas",NA,7,2
"741","Secretaría de Administración y Finanzas",NA,8,1
"742","Secretaría de Administración y Finanzas",NA,10,2
"743","Secretaría de Cultura","H",1,360
"744","Secretaría de Cultura","H",2,308
"745","Secretaría de Cultura","H",3,19
"746","Secretaría de Cultura","H",4,55
"747","Secretaría de Cultura","H",5,9
"748","Secretaría de Cultura","H",6,13
"749","Secretaría de Cultura","H",7,1
"750","Secretaría de Cultura","H",8,1
"751","Secretaría de Cultura","H",9,2
"752","Secretaría de Cultura","M",1,290
"753","Secretaría de Cultura","M",2,235
"754","Secretaría de Cultura","M",3,20
"755","Secretaría de Cultura","M",4,15
"756","Secretaría de Cultura","M",5,7
"757","Secretaría de Cultura","M",6,1
"758","Secretaría de Cultura","M",7,1
"759","Secretaría de Cultura","M",9,1
"760","Secretaría de Cultura",NA,1,26
"761","Secretaría de Cultura",NA,2,24
"762","Secretaría de Cultura",NA,3,2
"763","Secretaría de Cultura",NA,4,23
"764","Secretaría de Cultura",NA,5,3
"765","Secretaría de Cultura",NA,8,1
"766","Secretaría de Cultura",NA,9,1
"767","Secretaría de Cultura",NA,11,1
"768","Secretaría de Desarrollo Económico","H",1,175
"769","Secretaría de Desarrollo Económico","H",2,88
"770","Secretaría de Desarrollo Económico","H",3,10
"771","Secretaría de Desarrollo Económico","H",4,6
"772","Secretaría de Desarrollo Económico","H",5,1
"773","Secretaría de Desarrollo Económico","H",6,7
"774","Secretaría de Desarrollo Económico","H",7,1
"775","Secretaría de Desarrollo Económico","H",8,3
"776","Secretaría de Desarrollo Económico","H",10,2
"777","Secretaría de Desarrollo Económico","M",1,180
"778","Secretaría de Desarrollo Económico","M",2,53
"779","Secretaría de Desarrollo Económico","M",3,13
"780","Secretaría de Desarrollo Económico","M",4,10
"781","Secretaría de Desarrollo Económico","M",6,3
"782","Secretaría de Desarrollo Económico","M",7,1
"783","Secretaría de Desarrollo Económico","M",8,3
"784","Secretaría de Desarrollo Económico","M",10,2
"785","Secretaría de Desarrollo Económico",NA,1,5
"786","Secretaría de Desarrollo Económico",NA,2,2
"787","Secretaría de Desarrollo Económico",NA,4,1
"788","Secretaría de Desarrollo Económico",NA,11,1
"789","Secretaría de Desarrollo Urbano y Vivienda","H",1,129
"790","Secretaría de Desarrollo Urbano y Vivienda","H",2,141
"791","Secretaría de Desarrollo Urbano y Vivienda","H",3,47
"792","Secretaría de Desarrollo Urbano y Vivienda","H",4,13
"793","Secretaría de Desarrollo Urbano y Vivienda","H",5,1
"794","Secretaría de Desarrollo Urbano y Vivienda","H",6,6
"795","Secretaría de Desarrollo Urbano y Vivienda","H",8,1
"796","Secretaría de Desarrollo Urbano y Vivienda","H",9,2
"797","Secretaría de Desarrollo Urbano y Vivienda","H",11,1
"798","Secretaría de Desarrollo Urbano y Vivienda","M",1,202
"799","Secretaría de Desarrollo Urbano y Vivienda","M",2,128
"800","Secretaría de Desarrollo Urbano y Vivienda","M",3,45
"801","Secretaría de Desarrollo Urbano y Vivienda","M",4,10
"802","Secretaría de Desarrollo Urbano y Vivienda","M",5,2
"803","Secretaría de Desarrollo Urbano y Vivienda","M",6,4
"804","Secretaría de Desarrollo Urbano y Vivienda",NA,1,9
"805","Secretaría de Desarrollo Urbano y Vivienda",NA,2,7
"806","Secretaría de Desarrollo Urbano y Vivienda",NA,3,3
"807","Secretaría de Desarrollo Urbano y Vivienda",NA,6,1
"808","Secretaría de Desarrollo Urbano y Vivienda",NA,8,1
"809","Secretaría de Desarrollo Urbano y Vivienda",NA,9,1
"810","Secretaría de Educación, Ciencia, Tecnología e Innovación","H",1,126
"811","Secretaría de Educación, Ciencia, Tecnología e Innovación","H",2,146
"812","Secretaría de Educación, Ciencia, Tecnología e Innovación","H",3,153
"813","Secretaría de Educación, Ciencia, Tecnología e Innovación","H",4,23
"814","Secretaría de Educación, Ciencia, Tecnología e Innovación","H",5,23
"815","Secretaría de Educación, Ciencia, Tecnología e Innovación","H",6,13
"816","Secretaría de Educación, Ciencia, Tecnología e Innovación","H",7,3
"817","Secretaría de Educación, Ciencia, Tecnología e Innovación","H",8,2
"818","Secretaría de Educación, Ciencia, Tecnología e Innovación","H",10,5
"819","Secretaría de Educación, Ciencia, Tecnología e Innovación","H",11,1
"820","Secretaría de Educación, Ciencia, Tecnología e Innovación","M",1,121
"821","Secretaría de Educación, Ciencia, Tecnología e Innovación","M",2,153
"822","Secretaría de Educación, Ciencia, Tecnología e Innovación","M",3,127
"823","Secretaría de Educación, Ciencia, Tecnología e Innovación","M",4,30
"824","Secretaría de Educación, Ciencia, Tecnología e Innovación","M",5,14
"825","Secretaría de Educación, Ciencia, Tecnología e Innovación","M",6,9
"826","Secretaría de Educación, Ciencia, Tecnología e Innovación","M",8,1
"827","Secretaría de Educación, Ciencia, Tecnología e Innovación","M",9,1
"828","Secretaría de Educación, Ciencia, Tecnología e Innovación","M",10,2
"829","Secretaría de Educación, Ciencia, Tecnología e Innovación",NA,1,8
"830","Secretaría de Educación, Ciencia, Tecnología e Innovación",NA,2,11
"831","Secretaría de Educación, Ciencia, Tecnología e Innovación",NA,3,6
"832","Secretaría de Educación, Ciencia, Tecnología e Innovación",NA,4,3
"833","Secretaría de Educación, Ciencia, Tecnología e Innovación",NA,5,1
"834","Secretaría de Educación, Ciencia, Tecnología e Innovación",NA,6,2
"835","Secretaría de Educación, Ciencia, Tecnología e Innovación",NA,11,1
"836","Secretaría de Gestión Integral de Riesgos y Protección Civil","H",1,51
"837","Secretaría de Gestión Integral de Riesgos y Protección Civil","H",2,91
"838","Secretaría de Gestión Integral de Riesgos y Protección Civil","H",3,32
"839","Secretaría de Gestión Integral de Riesgos y Protección Civil","H",4,1
"840","Secretaría de Gestión Integral de Riesgos y Protección Civil","H",5,5
"841","Secretaría de Gestión Integral de Riesgos y Protección Civil","H",6,3
"842","Secretaría de Gestión Integral de Riesgos y Protección Civil","H",8,1
"843","Secretaría de Gestión Integral de Riesgos y Protección Civil","H",9,3
"844","Secretaría de Gestión Integral de Riesgos y Protección Civil","H",11,1
"845","Secretaría de Gestión Integral de Riesgos y Protección Civil","M",1,33
"846","Secretaría de Gestión Integral de Riesgos y Protección Civil","M",2,75
"847","Secretaría de Gestión Integral de Riesgos y Protección Civil","M",3,27
"848","Secretaría de Gestión Integral de Riesgos y Protección Civil","M",4,2
"849","Secretaría de Gestión Integral de Riesgos y Protección Civil","M",5,4
"850","Secretaría de Gestión Integral de Riesgos y Protección Civil","M",8,1
"851","Secretaría de Gestión Integral de Riesgos y Protección Civil","M",11,1
"852","Secretaría de Gestión Integral de Riesgos y Protección Civil",NA,1,3
"853","Secretaría de Gestión Integral de Riesgos y Protección Civil",NA,2,2
"854","Secretaría de Gestión Integral de Riesgos y Protección Civil",NA,3,3
"855","Secretaría de Gestión Integral de Riesgos y Protección Civil",NA,9,1
"856","Secretaría de Gobierno","H",1,1040
"857","Secretaría de Gobierno","H",2,3598
"858","Secretaría de Gobierno","H",3,168
"859","Secretaría de Gobierno","H",4,26
"860","Secretaría de Gobierno","H",6,14
"861","Secretaría de Gobierno","H",7,1
"862","Secretaría de Gobierno","H",8,10
"863","Secretaría de Gobierno","H",9,2
"864","Secretaría de Gobierno","H",10,4
"865","Secretaría de Gobierno","H",11,2
"866","Secretaría de Gobierno","M",1,1444
"867","Secretaría de Gobierno","M",2,2739
"868","Secretaría de Gobierno","M",3,91
"869","Secretaría de Gobierno","M",4,30
"870","Secretaría de Gobierno","M",5,1
"871","Secretaría de Gobierno","M",6,12
"872","Secretaría de Gobierno","M",8,1
"873","Secretaría de Gobierno","M",10,2
"874","Secretaría de Gobierno",NA,1,66
"875","Secretaría de Gobierno",NA,2,151
"876","Secretaría de Gobierno",NA,3,4
"877","Secretaría de Gobierno",NA,4,2
"878","Secretaría de Gobierno",NA,8,1
"879","Secretaría de Gobierno",NA,11,1
"880","Secretaría de Inclusión y Bienestar Social","H",1,542
"881","Secretaría de Inclusión y Bienestar Social","H",2,832
"882","Secretaría de Inclusión y Bienestar Social","H",3,45
"883","Secretaría de Inclusión y Bienestar Social","H",4,50
"884","Secretaría de Inclusión y Bienestar Social","H",5,20
"885","Secretaría de Inclusión y Bienestar Social","H",6,2
"886","Secretaría de Inclusión y Bienestar Social","H",7,1
"887","Secretaría de Inclusión y Bienestar Social","H",8,3
"888","Secretaría de Inclusión y Bienestar Social","H",10,2
"889","Secretaría de Inclusión y Bienestar Social","M",1,777
"890","Secretaría de Inclusión y Bienestar Social","M",2,2481
"891","Secretaría de Inclusión y Bienestar Social","M",3,145
"892","Secretaría de Inclusión y Bienestar Social","M",4,41
"893","Secretaría de Inclusión y Bienestar Social","M",5,8
"894","Secretaría de Inclusión y Bienestar Social","M",6,2
"895","Secretaría de Inclusión y Bienestar Social","M",8,3
"896","Secretaría de Inclusión y Bienestar Social","M",9,1
"897","Secretaría de Inclusión y Bienestar Social",NA,1,39
"898","Secretaría de Inclusión y Bienestar Social",NA,2,102
"899","Secretaría de Inclusión y Bienestar Social",NA,3,7
"900","Secretaría de Inclusión y Bienestar Social",NA,4,3
"901","Secretaría de Inclusión y Bienestar Social",NA,7,1
"902","Secretaría de Inclusión y Bienestar Social",NA,11,1
"903","Secretaria de la Contraloría General","H",1,56
"904","Secretaria de la Contraloría General","H",2,132
"905","Secretaria de la Contraloría General","H",3,87
"906","Secretaria de la Contraloría General","H",4,28
"907","Secretaria de la Contraloría General","H",6,32
"908","Secretaria de la Contraloría General","H",7,1
"909","Secretaria de la Contraloría General","H",10,2
"910","Secretaria de la Contraloría General","H",11,1
"911","Secretaria de la Contraloría General","M",1,80
"912","Secretaria de la Contraloría General","M",2,167
"913","Secretaria de la Contraloría General","M",3,109
"914","Secretaria de la Contraloría General","M",4,19
"915","Secretaria de la Contraloría General","M",6,21
"916","Secretaria de la Contraloría General","M",8,1
"917","Secretaria de la Contraloría General","M",10,1
"918","Secretaria de la Contraloría General",NA,1,2
"919","Secretaria de la Contraloría General",NA,2,11
"920","Secretaria de la Contraloría General",NA,3,4
"921","Secretaria de la Contraloría General",NA,4,2
"922","Secretaria de la Contraloría General",NA,8,1
"923","Secretaría de las Mujeres","H",1,38
"924","Secretaría de las Mujeres","H",2,41
"925","Secretaría de las Mujeres","H",3,4
"926","Secretaría de las Mujeres","H",6,1
"927","Secretaría de las Mujeres","H",8,1
"928","Secretaría de las Mujeres","M",1,175
"929","Secretaría de las Mujeres","M",2,384
"930","Secretaría de las Mujeres","M",3,33
"931","Secretaría de las Mujeres","M",4,6
"932","Secretaría de las Mujeres","M",5,2
"933","Secretaría de las Mujeres","M",6,7
"934","Secretaría de las Mujeres","M",8,3
"935","Secretaría de las Mujeres","M",9,1
"936","Secretaría de las Mujeres","M",11,1
"937","Secretaría de las Mujeres",NA,1,3
"938","Secretaría de las Mujeres",NA,2,16
"939","Secretaría de las Mujeres",NA,3,1
"940","Secretaría de las Mujeres",NA,6,1
"941","Secretaría de las Mujeres",NA,8,1
"942","Secretaría de Movilidad","H",1,351
"943","Secretaría de Movilidad","H",2,401
"944","Secretaría de Movilidad","H",3,236
"945","Secretaría de Movilidad","H",4,29
"946","Secretaría de Movilidad","H",6,9
"947","Secretaría de Movilidad","H",7,2
"948","Secretaría de Movilidad","H",8,5
"949","Secretaría de Movilidad","H",9,1
"950","Secretaría de Movilidad","H",10,3
"951","Secretaría de Movilidad","H",11,3
"952","Secretaría de Movilidad","M",1,261
"953","Secretaría de Movilidad","M",2,312
"954","Secretaría de Movilidad","M",3,64
"955","Secretaría de Movilidad","M",4,20
"956","Secretaría de Movilidad","M",6,9
"957","Secretaría de Movilidad","M",8,1
"958","Secretaría de Movilidad","M",9,1
"959","Secretaría de Movilidad","M",10,2
"960","Secretaría de Movilidad",NA,1,13
"961","Secretaría de Movilidad",NA,2,17
"962","Secretaría de Movilidad",NA,3,4
"963","Secretaría de Movilidad",NA,4,1
"964","Secretaría de Movilidad",NA,6,1
"965","Secretaría de Movilidad",NA,10,1
"966","Secretaría de Obras y Servicios","H",1,2186
"967","Secretaría de Obras y Servicios","H",2,668
"968","Secretaría de Obras y Servicios","H",3,164
"969","Secretaría de Obras y Servicios","H",4,63
"970","Secretaría de Obras y Servicios","H",5,5
"971","Secretaría de Obras y Servicios","H",6,22
"972","Secretaría de Obras y Servicios","H",7,1
"973","Secretaría de Obras y Servicios","H",8,2
"974","Secretaría de Obras y Servicios","H",9,1
"975","Secretaría de Obras y Servicios","H",10,4
"976","Secretaría de Obras y Servicios","H",11,1
"977","Secretaría de Obras y Servicios","M",1,1570
"978","Secretaría de Obras y Servicios","M",2,309
"979","Secretaría de Obras y Servicios","M",3,90
"980","Secretaría de Obras y Servicios","M",4,20
"981","Secretaría de Obras y Servicios","M",5,3
"982","Secretaría de Obras y Servicios","M",6,5
"983","Secretaría de Obras y Servicios","M",7,1
"984","Secretaría de Obras y Servicios","M",8,1
"985","Secretaría de Obras y Servicios","M",9,1
"986","Secretaría de Obras y Servicios","M",10,2
"987","Secretaría de Obras y Servicios",NA,1,92
"988","Secretaría de Obras y Servicios",NA,2,20
"989","Secretaría de Obras y Servicios",NA,3,6
"990","Secretaría de Obras y Servicios",NA,4,2
"991","Secretaría de Obras y Servicios",NA,6,1
"992","Secretaría De Pueblos Y Barrios Originarios Y Comunidades Indígenas Residentes","H",1,20
"993","Secretaría De Pueblos Y Barrios Originarios Y Comunidades Indígenas Residentes","H",2,24
"994","Secretaría De Pueblos Y Barrios Originarios Y Comunidades Indígenas Residentes","H",3,10
"995","Secretaría De Pueblos Y Barrios Originarios Y Comunidades Indígenas Residentes","H",4,3
"996","Secretaría De Pueblos Y Barrios Originarios Y Comunidades Indígenas Residentes","H",6,2
"997","Secretaría De Pueblos Y Barrios Originarios Y Comunidades Indígenas Residentes","H",8,2
"998","Secretaría De Pueblos Y Barrios Originarios Y Comunidades Indígenas Residentes","M",1,24
"999","Secretaría De Pueblos Y Barrios Originarios Y Comunidades Indígenas Residentes","M",2,27
"1000","Secretaría De Pueblos Y Barrios Originarios Y Comunidades Indígenas Residentes","M",3,7
"1001","Secretaría De Pueblos Y Barrios Originarios Y Comunidades Indígenas Residentes","M",4,5
"1002","Secretaría De Pueblos Y Barrios Originarios Y Comunidades Indígenas Residentes","M",7,1
"1003","Secretaría De Pueblos Y Barrios Originarios Y Comunidades Indígenas Residentes","M",8,1
"1004","Secretaría De Pueblos Y Barrios Originarios Y Comunidades Indígenas Residentes","M",11,1
"1005","Secretaría De Pueblos Y Barrios Originarios Y Comunidades Indígenas Residentes",NA,1,1
"1006","Secretaría De Pueblos Y Barrios Originarios Y Comunidades Indígenas Residentes",NA,2,1
"1007","Secretaría De Pueblos Y Barrios Originarios Y Comunidades Indígenas Residentes",NA,3,5
"1008","Secretaría De Pueblos Y Barrios Originarios Y Comunidades Indígenas Residentes",NA,4,1
"1009","Secretaría De Pueblos Y Barrios Originarios Y Comunidades Indígenas Residentes",NA,6,1
"1010","Secretaría de Salud","H",1,2098
"1011","Secretaría de Salud","H",2,4189
"1012","Secretaría de Salud","H",3,1445
"1013","Secretaría de Salud","H",4,840
"1014","Secretaría de Salud","H",5,1343
"1015","Secretaría de Salud","H",6,68
"1016","Secretaría de Salud","H",8,1
"1017","Secretaría de Salud","H",10,2
"1018","Secretaría de Salud","H",11,1
"1019","Secretaría de Salud","M",1,2055
"1020","Secretaría de Salud","M",2,5557
"1021","Secretaría de Salud","M",3,4635
"1022","Secretaría de Salud","M",4,1511
"1023","Secretaría de Salud","M",5,829
"1024","Secretaría de Salud","M",6,47
"1025","Secretaría de Salud","M",8,3
"1026","Secretaría de Salud","M",11,1
"1027","Secretaría de Salud",NA,1,109
